datetime,value
2024-06-24T12:00:00Z,3515.0
2024-06-24T18:00:00Z,3083.0
2024-06-25T00:00:00Z,1751.0
2024-06-25T06:00:00Z,2211.0
2024-06-25T12:00:00Z,3408.0
2024-06-25T18:00:00Z,1996.0
2024-06-26T00:00:00Z,1615.0
2024-06-26T06:00:00Z,2051.0
2024-06-26T12:00:00Z,2608.0
2024-06-26T18:00:00Z,2577.0
2024-06-27T00:00:00Z,1578.0
2024-06-27T06:00:00Z,2277.0
2024-06-27T12:00:00Z,2721.0
2024-06-27T18:00:00Z,2323.0
2024-06-28T00:00:00Z,1688.0
2024-06-28T06:00:00Z,2158.0
2024-06-28T12:00:00Z,3077.0
2024-06-28T18:00:00Z,2787.0
2024-06-29T00:00:00Z,1764.0
2024-06-29T06:00:00Z,1589.0
2024-06-29T12:00:00Z,1329.0
2024-06-29T18:00:00Z,1242.0
2024-06-30T00:00:00Z,1151.0
2024-06-30T06:00:00Z,1314.0
2024-06-30T12:00:00Z,1478.0
2024-06-30T18:00:00Z,2125.0
2024-07-01T00:00:00Z,2313.0
2024-07-01T06:00:00Z,2576.0
2024-07-01T12:00:00Z,3443.0
2024-07-01T18:00:00Z,2518.0
2024-07-02T00:00:00Z,1925.0
2024-07-02T06:00:00Z,2323.0
2024-07-02T12:00:00Z,3090.0
2024-07-02T18:00:00Z,1911.0
2024-07-03T00:00:00Z,1772.0
2024-07-03T06:00:00Z,2329.0
2024-07-03T12:00:00Z,2748.0
2024-07-03T18:00:00Z,2298.0
2024-07-04T00:00:00Z,2134.0
2024-07-04T06:00:00Z,2747.0
2024-07-04T12:00:00Z,3325.0
2024-07-04T18:00:00Z,1802.0
2024-07-05T00:00:00Z,2930.0
2024-07-05T06:00:00Z,3243.0
2024-07-05T12:00:00Z,2966.0
2024-07-05T18:00:00Z,2508.0
2024-07-06T00:00:00Z,1453.0
2024-07-06T06:00:00Z,1718.0
2024-07-06T12:00:00Z,1807.0
2024-07-06T18:00:00Z,1603.0
2024-07-07T00:00:00Z,1376.0
2024-07-07T06:00:00Z,1392.0
2024-07-07T12:00:00Z,1950.0
2024-07-07T18:00:00Z,1318.0
2024-07-08T00:00:00Z,2122.0
2024-07-08T06:00:00Z,2339.0
2024-07-08T12:00:00Z,2973.0
2024-07-08T18:00:00Z,2066.0
2024-07-09T00:00:00Z,1432.0
2024-07-09T06:00:00Z,2128.0
2024-07-09T12:00:00Z,2653.0
2024-07-09T18:00:00Z,2130.0
2024-07-10T00:00:00Z,1769.0
2024-07-10T06:00:00Z,2436.0
2024-07-10T12:00:00Z,2944.0
2024-07-10T18:00:00Z,3147.0
2024-07-11T00:00:00Z,1828.0
2024-07-11T06:00:00Z,2422.0
2024-07-11T12:00:00Z,2992.0
2024-07-11T18:00:00Z,1976.0
2024-07-12T00:00:00Z,1644.0
2024-07-12T06:00:00Z,2275.0
2024-07-12T12:00:00Z,2411.0
2024-07-12T18:00:00Z,2585.0
2024-07-13T00:00:00Z,1087.0
2024-07-13T06:00:00Z,1685.0
2024-07-13T12:00:00Z,3216.0
2024-07-13T18:00:00Z,1805.0
2024-07-14T00:00:00Z,1339.0
2024-07-14T06:00:00Z,1467.0
2024-07-14T12:00:00Z,1559.0
2024-07-14T18:00:00Z,1521.0
2024-07-15T00:00:00Z,1521.0
